Order ID,Order Date,Ship Date,Address,State,Ship Mode ID,Customer ID
CA-2017-116232,2017-09-22,2017-09-26,"United States, Pembroke Pines, 33024.0",Florida,S3,AC-10450
CA-2017-116547,2017-01-10,2017-01-17,"United States, Seattle, 98115.0",Washington,S3,KB-16585
US-2018-133200,2018-05-06,2018-05-11,"United States, Fort Worth, 76106.0",Texas,S3,DB-13555
CA-2017-133550,2017-07-31,2017-08-06,"United States, Detroit, 48205.0",Michigan,S3,KL-16645
CA-2018-139416,2018-03-27,2018-03-29,"United States, Philadelphia, 19120.0",Pennsylvania,S2,AG-10270
CA-2015-114510,2015-03-14,2015-03-19,"United States, Logan, 84321.0",Utah,S3,JF-15295
CA-2017-169215,2017-07-14,2017-07-18,"United States, Auburn, 13021.0",New York,S2,RE-19450
CA-2017-127698,2017-12-01,2017-12-01,"United States, Raleigh, 27604.0",North Carolina,S0,MV-18190
CA-2017-159912,2017-08-29,2017-09-03,"United States, Philadelphia, 19120.0",Pennsylvania,S3,GB-14530
CA-2017-101987,2017-06-24,2017-06-30,"United States, Richmond, 47374.0",Indiana,S3,HL-15040
US-2018-154851,2018-03-30,2018-04-03,"United States, Lancaster, 17602.0",Pennsylvania,S3,BP-11155
CA-2015-138681,2015-12-20,2015-12-22,"United States, Tucson, 85705.0",Arizona,S1,CT-11995
US-2016-138121,2016-12-17,2016-12-17,"United States, Detroit, 48205.0",Michigan,S0,JL-15835
CA-2018-140298,2018-05-11,2018-05-17,"United States, Austin, 78745.0",Texas,S3,JK-16120
CA-2017-166240,2017-06-24,2017-06-28,"United States, Houston, 77095.0",Texas,S3,DH-13075
CA-2017-158435,2017-05-17,2017-05-18,"United States, Waterbury, 6708.0",Connecticut,S1,AG-10900
CA-2018-138149,2018-06-29,2018-06-30,"United States, Los Angeles, 90049.0",California,S1,WB-21850
CA-2015-112403,2015-03-31,2015-03-31,"United States, Philadelphia, 19120.0",Pennsylvania,S0,JO-15280
CA-2015-108273,2015-12-16,2015-12-21,"United States, Huntsville, 77340.0",Texas,S3,EJ-13720
CA-2018-121643,2018-05-18,2018-05-20,"United States, Portland, 97206.0",Oregon,S1,AB-10105
US-2016-122910,2016-05-12,2016-05-16,"United States, Louisville, 80027.0",Colorado,S3,LT-16765
CA-2018-143126,2018-12-03,2018-12-07,"United States, Seattle, 98115.0",Washington,S2,CM-12655
CA-2016-129042,2016-12-12,2016-12-17,"United States, Baltimore, 21215.0",Maryland,S3,EM-13960
CA-2016-109736,2016-10-10,2016-10-11,"United States, San Francisco, 94109.0",California,S1,DJ-13420
CA-2016-142601,2016-04-18,2016-04-20,"United States, Los Angeles, 90004.0",California,S2,DE-13255
CA-2015-106229,2015-06-07,2015-06-11,"United States, Aurora, 60505.0",Illinois,S2,NR-18550
US-2018-135230,2018-09-01,2018-09-07,"United States, Seattle, 98103.0",Washington,S3,CK-12325
CA-2017-159653,2017-05-22,2017-05-22,"United States, Athens, 30605.0",Georgia,S0,JF-15490
CA-2017-131968,2017-11-11,2017-11-15,"United States, Apopka, 32712.0",Florida,S3,LB-16795
CA-2015-119151,2015-11-25,2015-11-29,"United States, New York City, 10009.0",New York,S2,MP-18175
CA-2015-123323,2015-11-07,2015-11-12,"United States, San Francisco, 94110.0",California,S3,LH-16900
CA-2017-124681,2017-07-18,2017-07-23,"United States, Dallas, 75217.0",Texas,S2,SV-20935
US-2016-103996,2016-03-29,2016-03-31,"United States, San Diego, 92105.0",California,S2,RB-19435
CA-2017-120530,2017-04-07,2017-04-12,"United States, New York City, 10035.0",New York,S3,Dl-13600
CA-2016-155054,2016-06-13,2016-06-19,"United States, Lewiston, 4240.0",Maine,S3,PS-19045
CA-2016-105725,2016-02-18,2016-02-24,"United States, Long Beach, 90805.0",California,S3,GT-14755
CA-2018-164364,2018-11-12,2018-11-16,"United States, Seattle, 98115.0",Washington,S3,CS-12355
CA-2018-168123,2018-03-05,2018-03-05,"United States, Rochester, 55901.0",Minnesota,S0,JD-16060
CA-2017-120005,2017-03-03,2017-03-03,"United States, San Francisco, 94110.0",California,S0,TS-21160
CA-2017-123526,2017-12-24,2017-12-25,"United States, Seattle, 98103.0",Washington,S1,BV-11245
CA-2017-127649,2017-10-07,2017-10-09,"United States, Spokane, 99207.0",Washington,S1,DL-13495
CA-2017-159989,2017-12-09,2017-12-13,"United States, Franklin, 37064.0",Tennessee,S3,EB-13870
CA-2018-103499,2018-11-20,2018-11-24,"United States, Jackson, 38301.0",Tennessee,S3,ES-14020
US-2016-167220,2016-12-12,2016-12-16,"United States, Austin, 78745.0",Texas,S3,JB-15925
CA-2018-126354,2018-02-03,2018-02-08,"United States, Pembroke Pines, 33024.0",Florida,S3,SC-20380
CA-2018-169817,2018-09-21,2018-09-25,"United States, Philadelphia, 19143.0",Pennsylvania,S3,EB-13870
US-2018-144582,2018-04-30,2018-05-05,"United States, Danville, 61832.0",Illinois,S3,TC-21475
CA-2015-121573,2015-11-03,2015-11-07,"United States, New York City, 10009.0",New York,S3,SG-20605
CA-2017-117660,2017-12-30,2018-01-04,"United States, Columbus, 43229.0",Ohio,S3,BM-11785
CA-2015-112851,2015-09-17,2015-09-21,"United States, Chula Vista, 91911.0",California,S3,NR-18550
CA-2018-123701,2018-11-24,2018-11-27,"United States, San Francisco, 94110.0",California,S1,PG-18820
CA-2016-118227,2016-04-24,2016-04-28,"United States, New York City, 10009.0",New York,S3,DB-13270
CA-2016-123155,2016-03-09,2016-03-12,"United States, San Antonio, 78207.0",Texas,S1,NS-18640
CA-2018-158883,2018-06-02,2018-06-03,"United States, Jacksonville, 28540.0",North Carolina,S0,CS-11860
US-2017-114888,2017-09-19,2017-09-24,"United States, San Francisco, 94109.0",California,S2,CC-12430
US-2015-167262,2015-10-31,2015-11-03,"United States, Avondale, 85323.0",Arizona,S2,AC-10450
CA-2018-119746,2018-11-23,2018-11-27,"United States, Chicago, 60610.0",Illinois,S3,CM-12385
CA-2018-108091,2018-11-16,2018-11-21,"United States, Escondido, 92025.0",California,S3,EK-13795
CA-2017-101630,2017-02-19,2017-02-23,"United States, Long Beach, 11561.0",New York,S2,CK-12760
CA-2018-132346,2018-11-07,2018-11-11,"United States, Newark, 19711.0",Delaware,S3,PK-19075
CA-2015-150301,2015-07-08,2015-07-10,"United States, Buffalo, 14215.0",New York,S1,MH-18025
CA-2015-159310,2015-11-07,2015-11-12,"United States, Houston, 77070.0",Texas,S3,SC-20725
US-2018-147984,2018-01-28,2018-02-01,"United States, Wichita, 67212.0",Kansas,S3,GB-14575
CA-2016-104346,2016-12-11,2016-12-16,"United States, Colorado Springs, 80906.0",Colorado,S3,IM-15070
US-2016-141684,2016-06-29,2016-07-04,"United States, New York City, 10011.0",New York,S3,MM-18055
CA-2016-144722,2016-03-16,2016-03-23,"United States, Los Angeles, 90036.0",California,S3,MF-18250
CA-2016-120516,2016-08-13,2016-08-17,"United States, Marietta, 30062.0",Georgia,S3,CK-12595
US-2017-148901,2017-05-14,2017-05-19,"United States, Jacksonville, 32216.0",Florida,S3,MK-17905
CA-2018-136364,2018-07-13,2018-07-17,"United States, Philadelphia, 19140.0",Pennsylvania,S2,MH-17455
CA-2016-137708,2016-11-22,2016-11-25,"United States, Los Angeles, 90008.0",California,S2,NG-18430
CA-2015-149055,2015-11-23,2015-11-28,"United States, Philadelphia, 19134.0",Pennsylvania,S3,PB-19210
CA-2016-151589,2016-12-27,2016-12-30,"United States, Eau Claire, 54703.0",Wisconsin,S1,RE-19450
CA-2017-121370,2017-11-14,2017-11-19,"United States, Philadelphia, 19134.0",Pennsylvania,S2,EB-14110
CA-2017-111696,2017-05-08,2017-05-10,"United States, Los Angeles, 90004.0",California,S1,TB-21625
CA-2015-139598,2015-12-26,2015-12-31,"United States, Philadelphia, 19134.0",Pennsylvania,S3,MG-17695
CA-2018-117436,2018-06-08,2018-06-14,"United States, Norwich, 6360.0",Connecticut,S3,LW-17125
CA-2016-140025,2016-04-07,2016-04-11,"United States, San Antonio, 78207.0",Texas,S3,PF-19120
CA-2017-134222,2017-07-10,2017-07-11,"United States, Yuma, 85364.0",Arizona,S0,NZ-18565
CA-2017-140018,2017-11-21,2017-11-26,"United States, Columbus, 43229.0",Ohio,S3,CK-12205
US-2018-136707,2018-11-12,2018-11-15,"United States, Los Angeles, 90036.0",California,S1,JE-15610
CA-2015-152562,2015-11-01,2015-11-08,"United States, Richmond, 40475.0",Kentucky,S3,JO-15145
CA-2017-152408,2017-05-15,2017-05-21,"United States, New York City, 10035.0",New York,S3,TT-21220
CA-2015-120278,2015-11-07,2015-11-12,"United States, Wausau, 54401.0",Wisconsin,S3,MS-17365
CA-2018-167661,2018-10-05,2018-10-10,"United States, San Francisco, 94110.0",California,S3,MP-18175
CA-2018-106831,2018-06-01,2018-06-03,"United States, Dublin, 43017.0",Ohio,S1,FH-14350
CA-2018-154123,2018-11-20,2018-11-25,"United States, Henderson, 42420.0",Kentucky,S3,SC-20050
CA-2017-136049,2017-12-23,2017-12-28,"United States, Bowling Green, 43402.0",Ohio,S3,NM-18520
CA-2018-118402,2018-09-29,2018-10-04,"United States, Memphis, 38109.0",Tennessee,S3,JO-15280
US-2017-139388,2017-11-07,2017-11-09,"United States, Lakewood, 8701.0",New Jersey,S1,CC-12475
US-2015-128685,2015-04-04,2015-04-05,"United States, Los Angeles, 90008.0",California,S1,MZ-17515
CA-2016-124044,2016-07-23,2016-07-26,"United States, Rochester, 14609.0",New York,S2,MS-17830
CA-2015-164469,2015-06-25,2015-06-27,"United States, Salem, 97301.0",Oregon,S2,GK-14620
CA-2015-107818,2015-09-08,2015-09-14,"United States, Pasco, 99301.0",Washington,S3,MC-17275
CA-2015-113320,2015-12-12,2015-12-15,"United States, Oakland, 94601.0",California,S2,LH-17155
CA-2016-137526,2016-01-13,2016-01-17,"United States, Los Angeles, 90004.0",California,S3,PB-19150
CA-2018-136063,2018-12-15,2018-12-19,"United States, Oak Park, 60302.0",Illinois,S3,SS-20140
CA-2017-101546,2017-12-18,2017-12-24,"United States, Morristown, 7960.0",New Jersey,S3,GK-14620
CA-2015-138940,2015-04-11,2015-04-16,"United States, Austin, 78745.0",Texas,S2,GM-14455
CA-2017-125164,2017-11-10,2017-11-14,"United States, New York City, 10011.0",New York,S3,SH-19975
CA-2018-163531,2018-06-26,2018-06-30,"United States, New York City, 10024.0",New York,S3,SC-20725
CA-2018-122490,2018-11-13,2018-11-18,"United States, Seattle, 98103.0",Washington,S3,TT-21070
CA-2018-131366,2018-11-24,2018-11-29,"United States, Lancaster, 17602.0",Pennsylvania,S3,SC-20440
CA-2018-164042,2018-05-23,2018-05-27,"United States, Houston, 77095.0",Texas,S3,KL-16645
CA-2015-132864,2015-12-02,2015-12-07,"United States, Columbus, 43229.0",Ohio,S3,KN-16390
US-2015-155817,2015-10-03,2015-10-09,"United States, Durham, 27707.0",North Carolina,S3,SL-20155
US-2017-131891,2017-07-29,2017-07-31,"United States, Pensacola, 32503.0",Florida,S1,PW-19240
CA-2018-143567,2018-11-02,2018-11-05,"United States, Henderson, 42420.0",Kentucky,S2,TB-21175
CA-2018-104080,2018-03-08,2018-03-15,"United States, Anaheim, 92804.0",California,S3,AH-10210
CA-2015-151379,2015-12-16,2015-12-20,"United States, Detroit, 48227.0",Michigan,S3,SC-20695
CA-2017-163167,2017-11-28,2017-12-01,"United States, Marietta, 30062.0",Georgia,S2,RF-19345
CA-2017-135776,2017-12-23,2017-12-30,"United States, Seattle, 98103.0",Washington,S3,EH-13765
US-2015-122021,2015-10-15,2015-10-17,"United States, Parma, 44134.0",Ohio,S1,AC-10660
CA-2017-130484,2017-08-22,2017-08-27,"United States, Gresham, 97030.0",Oregon,S3,SG-20470
CA-2018-120936,2018-12-17,2018-12-21,"United States, Anaheim, 92804.0",California,S3,CA-12310
CA-2018-110884,2018-03-07,2018-03-12,"United States, New York City, 10035.0",New York,S3,SH-20395
US-2015-161613,2015-12-01,2015-12-03,"United States, Houston, 77070.0",Texas,S2,MC-17605
US-2015-146353,2015-10-14,2015-10-16,"United States, Concord, 3301.0",New Hampshire,S2,JE-15610
CA-2015-133809,2015-11-18,2015-11-23,"United States, Fairfield, 45014.0",Ohio,S2,MS-17530
CA-2018-127306,2018-01-14,2018-01-18,"United States, Johnson City, 37604.0",Tennessee,S3,BH-11710
CA-2016-161830,2016-09-24,2016-09-26,"United States, Seattle, 98105.0",Washington,S2,ME-17725
CA-2018-163125,2018-10-09,2018-10-11,"United States, League City, 77573.0",Texas,S2,MB-17305
CA-2017-160304,2017-01-02,2017-01-07,"United States, Gaithersburg, 20877.0",Maryland,S3,BM-11575
CA-2018-101728,2018-08-19,2018-08-23,"United States, Chicago, 60653.0",Illinois,S3,SC-20575
CA-2018-114055,2018-12-25,2018-12-29,"United States, Huntsville, 35810.0",Alabama,S2,MH-18115
CA-2018-126438,2018-09-10,2018-09-13,"United States, Lawrence, 1841.0",Massachusetts,S1,AR-10345
CA-2018-117653,2018-10-19,2018-10-23,"United States, Chicago, 60623.0",Illinois,S3,MO-17500
CA-2018-143245,2018-12-01,2018-12-06,"United States, Fairfield, 6824.0",Connecticut,S3,AD-10180
US-2015-138828,2015-09-02,2015-09-03,"United States, New York City, 10009.0",New York,S1,KD-16345
CA-2018-143651,2018-03-25,2018-03-30,"United States, Seattle, 98103.0",Washington,S3,FM-14215
CA-2016-106978,2016-09-28,2016-10-04,"United States, Aurora, 80013.0",Colorado,S3,ZC-21910
CA-2016-155124,2016-03-15,2016-03-21,"United States, Lehi, 84043.0",Utah,S3,KS-16300
CA-2018-150931,2018-01-06,2018-01-13,"United States, Tuscaloosa, 35401.0",Alabama,S3,DP-13390
CA-2015-157147,2015-01-13,2015-01-18,"United States, San Francisco, 94109.0",California,S3,BD-11605
CA-2016-156482,2016-02-06,2016-02-13,"United States, Wilmington, 19805.0",Delaware,S3,IL-15100
CA-2018-106782,2018-12-21,2018-12-27,"United States, Lafayette, 47905.0",Indiana,S3,LP-17095
CA-2017-151372,2017-09-05,2017-09-06,"United States, Redondo Beach, 90278.0",California,S1,JH-15985
CA-2015-102085,2015-10-04,2015-10-09,"United States, Seattle, 98115.0",Washington,S3,JD-16015
CA-2018-107125,2018-11-27,2018-12-02,"United States, Los Angeles, 90045.0",California,S3,BD-11320
CA-2017-125815,2017-10-28,2017-11-01,"United States, New York City, 10009.0",New York,S2,DL-13330
CA-2016-144190,2016-06-09,2016-06-13,"United States, Royal Oak, 48073.0",Michigan,S3,NC-18415
CA-2018-117926,2018-12-08,2018-12-12,"United States, San Francisco, 94109.0",California,S2,AS-10225
CA-2016-153906,2016-03-16,2016-03-20,"United States, New York City, 10009.0",New York,S3,MS-17980
CA-2015-160262,2015-06-09,2015-06-13,"United States, North Las Vegas, 89031.0",Nevada,S2,TS-21205
CA-2016-127607,2016-03-20,2016-03-26,"United States, Carrollton, 75007.0",Texas,S3,JK-15730
CA-2017-166226,2017-11-18,2017-11-22,"United States, Los Angeles, 90008.0",California,S3,TC-21535
CA-2015-156587,2015-03-07,2015-03-08,"United States, Seattle, 98103.0",Washington,S1,AB-10015
CA-2017-141180,2017-05-15,2017-05-19,"United States, Fort Lauderdale, 33311.0",Florida,S2,DP-13000
CA-2016-109708,2016-05-25,2016-05-28,"United States, Columbia, 38401.0",Tennessee,S2,CY-12745
CA-2016-122406,2016-08-02,2016-08-05,"United States, Providence, 2908.0",Rhode Island,S2,BE-11455
US-2017-153815,2017-11-06,2017-11-09,"United States, Jacksonville, 32216.0",Florida,S1,KL-16555
CA-2017-164896,2017-11-07,2017-11-12,"United States, Oceanside, 92054.0",California,S3,PS-19045
CA-2016-142202,2016-09-18,2016-09-23,"United States, Jacksonville, 32216.0",Florida,S2,JR-16210
CA-2016-165050,2016-12-07,2016-12-09,"United States, New York City, 10024.0",New York,S1,AH-10210
US-2017-131114,2017-12-09,2017-12-13,"United States, Chicago, 60610.0",Illinois,S2,RW-19630
CA-2015-160066,2015-11-16,2015-11-22,"United States, Huntington Beach, 92646.0",California,S3,AH-10075
CA-2017-109925,2017-11-06,2017-11-10,"United States, San Diego, 92105.0",California,S2,IM-15070
CA-2016-160696,2016-09-06,2016-09-10,"United States, Nashville, 37211.0",Tennessee,S3,CK-12760
CA-2015-125171,2015-09-03,2015-09-03,"United States, New York City, 10009.0",New York,S0,AG-10390
CA-2017-149279,2017-04-24,2017-04-28,"United States, Colorado Springs, 80906.0",Colorado,S3,CL-12700
CA-2018-107321,2018-08-31,2018-09-04,"United States, San Francisco, 94110.0",California,S3,AW-10930
US-2018-122714,2018-12-07,2018-12-13,"United States, Chicago, 60653.0",Illinois,S3,HG-14965
CA-2016-153038,2016-12-18,2016-12-25,"United States, Memphis, 38109.0",Tennessee,S3,RB-19645
CA-2015-132227,2015-11-04,2015-11-10,"United States, New York City, 10011.0",New York,S3,SZ-20035
CA-2018-155824,2018-03-10,2018-03-15,"United States, Raleigh, 27604.0",North Carolina,S3,KS-16300
CA-2017-129238,2017-01-31,2017-02-04,"United States, Los Angeles, 90045.0",California,S3,SC-20050
CA-2018-159688,2018-05-07,2018-05-12,"United States, Los Angeles, 90004.0",California,S3,AB-10060
CA-2017-136126,2017-05-24,2017-05-24,"United States, Newport News, 23602.0",Virginia,S0,EH-14125
CA-2017-155033,2017-10-07,2017-10-12,"United States, Los Angeles, 90032.0",California,S3,CC-12475
CA-2015-156006,2015-04-30,2015-05-02,"United States, Jackson, 39212.0",Mississippi,S2,TM-21010
CA-2016-158659,2016-11-10,2016-11-14,"United States, Richmond, 47374.0",Indiana,S2,SC-20695
CA-2016-169796,2016-11-09,2016-11-14,"United States, New York City, 10035.0",New York,S3,Dp-13240
CA-2016-102876,2016-09-07,2016-09-14,"United States, Philadelphia, 19134.0",Pennsylvania,S3,LR-17035
US-2018-139647,2018-05-11,2018-05-13,"United States, Phoenix, 85023.0",Arizona,S1,TS-21370
US-2018-160465,2018-07-21,2018-07-26,"United States, Cleveland, 44105.0",Ohio,S3,SW-20350
CA-2015-153850,2015-11-24,2015-11-29,"United States, Toledo, 43615.0",Ohio,S3,TH-21100
CA-2015-127558,2015-11-15,2015-11-18,"United States, Los Angeles, 90008.0",California,S1,SS-20410
CA-2018-136511,2018-03-23,2018-03-25,"United States, New York City, 10011.0",New York,S2,MZ-17515
CA-2017-133795,2017-12-18,2017-12-24,"United States, San Diego, 92037.0",California,S3,JE-15475
US-2018-130953,2018-07-29,2018-08-03,"United States, Oklahoma City, 73120.0",Oklahoma,S3,RF-19735
CA-2015-151792,2015-09-02,2015-09-07,"United States, Chicago, 60653.0",Illinois,S2,CV-12295
CA-2018-139304,2018-01-29,2018-02-02,"United States, San Francisco, 94109.0",California,S3,VG-21790
CA-2017-155166,2017-12-26,2018-01-02,"United States, Vineland, 8360.0",New Jersey,S3,BB-11545
CA-2016-103954,2016-08-09,2016-08-13,"United States, Milwaukee, 53209.0",Wisconsin,S2,HR-14770
CA-2015-169803,2015-04-06,2015-04-12,"United States, Seattle, 98115.0",Washington,S3,SC-20260
CA-2018-141719,2018-11-17,2018-11-21,"United States, Naperville, 60540.0",Illinois,S2,EG-13900
CA-2016-136469,2016-07-11,2016-07-12,"United States, Wilmington, 19805.0",Delaware,S1,TS-21370
CA-2017-158694,2017-11-10,2017-11-13,"United States, Los Angeles, 90036.0",California,S2,AI-10855
US-2015-104759,2015-03-31,2015-04-04,"United States, Chicago, 60610.0",Illinois,S3,DD-13570
CA-2016-150511,2016-09-18,2016-09-24,"United States, Des Moines, 98198.0",Washington,S3,AB-10060
CA-2016-134922,2016-11-07,2016-11-11,"United States, Philadelphia, 19140.0",Pennsylvania,S3,KB-16240
US-2018-120607,2018-05-19,2018-05-19,"United States, Atlanta, 30318.0",Georgia,S0,JC-15775
CA-2016-141243,2016-01-03,2016-01-08,"United States, Dallas, 75217.0",Texas,S2,AH-10465
CA-2016-162166,2016-09-08,2016-09-11,"United States, Moreno Valley, 92553.0",California,S1,NM-18520
CA-2017-120796,2017-04-03,2017-04-07,"United States, Philadelphia, 19140.0",Pennsylvania,S3,CS-11950
CA-2017-109722,2017-12-05,2017-12-07,"United States, Georgetown, 40324.0",Kentucky,S2,TP-21130
CA-2016-136798,2016-05-08,2016-05-12,"United States, Minneapolis, 55407.0",Minnesota,S3,DL-12925
CA-2018-122196,2018-09-22,2018-09-24,"United States, Wilmington, 19805.0",Delaware,S1,CA-12265
CA-2018-142090,2018-11-30,2018-12-07,"United States, Burlington, 27217.0",North Carolina,S3,SC-20380
CA-2018-160934,2018-01-15,2018-01-19,"United States, Los Angeles, 90008.0",California,S3,TT-21460
CA-2015-124478,2015-08-08,2015-08-12,"United States, Trenton, 48183.0",Michigan,S3,MA-17560
CA-2016-145485,2016-11-05,2016-11-05,"United States, San Francisco, 94109.0",California,S0,JM-16195
CA-2018-151071,2018-04-25,2018-04-29,"United States, Los Angeles, 90049.0",California,S2,MB-18085
CA-2015-134572,2015-04-20,2015-04-22,"United States, Houston, 77070.0",Texas,S2,SV-20365
CA-2018-143217,2018-11-11,2018-11-17,"United States, Milwaukee, 53209.0",Wisconsin,S3,CG-12040
US-2018-133312,2018-11-25,2018-11-29,"United States, San Francisco, 94122.0",California,S3,BD-11500
US-2016-137533,2016-12-18,2016-12-18,"United States, Cleveland, 44105.0",Ohio,S0,JK-15640
CA-2017-155138,2017-09-08,2017-09-12,"United States, Monroe, 28110.0",North Carolina,S3,JM-15580
CA-2017-108350,2017-06-06,2017-06-09,"United States, Lowell, 1852.0",Massachusetts,S2,SC-20230
CA-2016-144302,2016-06-19,2016-06-23,"United States, Dallas, 75081.0",Texas,S3,ME-17320
CA-2016-109001,2016-03-05,2016-03-09,"United States, Philadelphia, 19120.0",Pennsylvania,S3,KN-16390
CA-2018-132738,2018-08-04,2018-08-07,"United States, Loveland, 80538.0",Colorado,S1,HM-14860
CA-2018-156720,2018-12-30,2019-01-03,"United States, Loveland, 80538.0",Colorado,S3,JM-15580
CA-2016-119102,2016-05-23,2016-05-27,"United States, Woonsocket, 2895.0",Rhode Island,S3,KH-16690
US-2015-140452,2015-12-06,2015-12-10,"United States, Chicago, 60610.0",Illinois,S3,BK-11260
CA-2016-141936,2016-08-07,2016-08-12,"United States, Bakersfield, 93309.0",California,S3,PN-18775
CA-2015-158442,2015-03-17,2015-03-17,"United States, Dallas, 75217.0",Texas,S0,AZ-10750
CA-2016-167374,2016-03-26,2016-03-30,"United States, Philadelphia, 19140.0",Pennsylvania,S2,GM-14500
CA-2015-116568,2015-12-14,2015-12-20,"United States, Deltona, 32725.0",Florida,S3,BM-11785
CA-2016-147102,2016-09-19,2016-09-26,"United States, Columbus, 31907.0",Georgia,S3,NH-18610
CA-2018-132213,2018-04-25,2018-04-26,"United States, Nashville, 37211.0",Tennessee,S1,PN-18775
CA-2015-138450,2015-10-18,2015-10-22,"United States, Philadelphia, 19134.0",Pennsylvania,S3,EH-13765
CA-2016-153073,2016-11-13,2016-11-13,"United States, Chicago, 60610.0",Illinois,S0,HA-14905
CA-2017-147970,2017-01-31,2017-02-02,"United States, Dallas, 75220.0",Texas,S2,AB-10150
CA-2017-150658,2017-11-17,2017-11-22,"United States, Carlsbad, 88220.0",New Mexico,S3,MS-17365
CA-2018-125640,2018-07-25,2018-07-29,"United States, Philadelphia, 19134.0",Pennsylvania,S3,DD-13570
CA-2018-154137,2018-11-11,2018-11-17,"United States, New York City, 10009.0",New York,S3,MT-17815
CA-2016-127173,2016-09-26,2016-10-03,"United States, Oceanside, 11572.0",New York,S3,GM-14500
CA-2015-149538,2015-04-04,2015-04-08,"United States, Lafayette, 70506.0",Louisiana,S3,KB-16585
CA-2015-160766,2015-09-14,2015-09-14,"United States, New York City, 10009.0",New York,S0,DM-13015
CA-2018-146626,2018-12-29,2019-01-05,"United States, Anaheim, 92804.0",California,S3,BP-11185
CA-2016-123330,2016-06-21,2016-06-27,"United States, Deltona, 32725.0",Florida,S3,EP-13915
CA-2018-155607,2018-11-26,2018-11-30,"United States, New York City, 10009.0",New York,S3,FG-14260
CA-2017-151323,2017-10-23,2017-10-28,"United States, Seattle, 98103.0",Washington,S3,AB-10255
CA-2016-146696,2016-12-14,2016-12-19,"United States, San Diego, 92105.0",California,S3,RD-19480
CA-2017-128972,2017-11-13,2017-11-17,"United States, Oklahoma City, 73120.0",Oklahoma,S3,TS-21430
CA-2018-128335,2018-09-29,2018-10-05,"United States, Mount Vernon, 10550.0",New York,S3,JA-15970
CA-2016-154886,2016-11-08,2016-11-12,"United States, San Francisco, 94109.0",California,S3,SW-20455
CA-2017-111213,2017-04-01,2017-04-05,"United States, New York City, 10009.0",New York,S3,FP-14320
CA-2018-161333,2018-02-02,2018-02-07,"United States, Los Angeles, 90045.0",California,S3,JL-15835
CA-2018-128734,2018-12-24,2018-12-31,"United States, Chandler, 85224.0",Arizona,S3,JL-15175
CA-2015-141796,2015-06-21,2015-06-21,"United States, Long Beach, 11561.0",New York,S0,JG-15160
CA-2018-125101,2018-03-06,2018-03-10,"United States, San Francisco, 94109.0",California,S2,SH-19975
CA-2018-169929,2018-09-25,2018-09-28,"United States, Helena, 59601.0",Montana,S1,LS-17200
US-2015-121566,2015-06-30,2015-07-06,"United States, New York City, 10011.0",New York,S3,CS-11860
US-2016-124219,2016-08-07,2016-08-08,"United States, Kirkwood, 63122.0",Missouri,S1,KW-16570
CA-2018-163006,2018-06-30,2018-07-04,"United States, Chicago, 60653.0",Illinois,S2,GH-14410
CA-2016-156146,2016-10-26,2016-10-30,"United States, Peoria, 85345.0",Arizona,S2,AG-10495
CA-2015-111192,2015-07-30,2015-08-05,"United States, Seattle, 98103.0",Washington,S3,TS-21430
CA-2017-115378,2017-11-18,2017-11-23,"United States, Taylor, 48180.0",Michigan,S2,AJ-10945
CA-2016-161627,2016-07-06,2016-07-11,"United States, Pasadena, 91104.0",California,S3,SJ-20215
CA-2015-121006,2015-11-10,2015-11-16,"United States, Midland, 48640.0",Michigan,S3,SC-20020
CA-2017-122903,2017-05-27,2017-05-29,"United States, Detroit, 48205.0",Michigan,S2,LA-16780
CA-2016-107741,2016-03-08,2016-03-10,"United States, Pueblo, 81001.0",Colorado,S1,FC-14335
CA-2018-106432,2018-10-19,2018-10-24,"United States, Waco, 76706.0",Texas,S3,CA-12265
CA-2017-148908,2017-11-05,2017-11-08,"United States, San Francisco, 94109.0",California,S1,JH-15985
CA-2017-123015,2017-12-26,2017-12-30,"United States, New York City, 10024.0",New York,S3,AJ-10795
US-2016-120502,2016-04-13,2016-04-19,"United States, Los Angeles, 90036.0",California,S3,BT-11395
CA-2018-108749,2018-09-12,2018-09-15,"United States, Woonsocket, 2895.0",Rhode Island,S1,DJ-13510
CA-2018-163335,2018-09-24,2018-09-27,"United States, Columbus, 31907.0",Georgia,S1,AG-10675
CA-2016-134719,2016-10-10,2016-10-15,"United States, Jacksonville, 32216.0",Florida,S3,JD-15790
US-2016-154389,2016-11-27,2016-12-03,"United States, Philadelphia, 19140.0",Pennsylvania,S3,EH-14125
CA-2016-115567,2016-09-13,2016-09-18,"United States, Columbus, 47201.0",Indiana,S3,ZC-21910
US-2018-136679,2018-11-14,2018-11-18,"United States, Pasadena, 77506.0",Texas,S3,XP-21865
US-2018-141943,2018-05-05,2018-05-09,"United States, San Francisco, 94122.0",California,S3,DK-12985
CA-2015-101560,2015-11-28,2015-12-01,"United States, Columbia, 29203.0",South Carolina,S2,CS-12250
CA-2015-159709,2015-05-10,2015-05-15,"United States, Kent, 98031.0",Washington,S3,AI-10855
CA-2017-103982,2017-03-03,2017-03-08,"United States, Round Rock, 78664.0",Texas,S3,AA-10315
CA-2016-142454,2016-08-15,2016-08-19,"United States, Oakland, 94601.0",California,S3,RE-19450
CA-2016-102016,2016-09-12,2016-09-18,"United States, Auburn, 13021.0",New York,S3,TM-21010
